"No.","Time","Source","Destination","Protocol","Length","Info"
"225018","2016-09-27 09:40:48.668149","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xe2b7 AAAA www.example.org"
"225021","2016-09-27 09:40:48.688170","192.168.1.240","93.184.216.34","TCP","74","42500  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61519743 TSecr=0 WS=16"
"225023","2016-09-27 09:40:48.822409","192.168.1.240","93.184.216.34","TCP","66","42499  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=61519778 TSecr=2706942322"
"225025","2016-09-27 09:40:48.834659","192.168.1.240","93.184.216.34","TCP","66","42500  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61519781 TSecr=2706942327"
"225026","2016-09-27 09:40:48.835289","192.168.1.240","93.184.216.34","TCP","66","42500  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61519781 TSecr=2706942327"
"225028","2016-09-27 09:40:48.986529","192.168.1.240","93.184.216.34","TCP","66","42500  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=61519820 TSecr=2706942364"
"225056","2016-09-27 09:40:53.137895","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"225059","2016-09-27 09:40:53.381401","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=10749 Ack=10628 Win=27744 Len=0"
"225060","2016-09-27 09:40:53.381505","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"225106","2016-09-27 09:41:03.264225","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"225144","2016-09-27 09:41:11.770449","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"225181","2016-09-27 09:41:23.410071","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"225184","2016-09-27 09:41:23.677483","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=10831 Ack=10669 Win=27744 Len=0"
"225261","2016-09-27 09:41:28.630725","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"225275","2016-09-27 09:41:30.290819","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"225367","2016-09-27 09:41:38.797704","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"225413","2016-09-27 09:41:48.164014","192.168.1.240","138.236.128.36","NTP","90","NTP Version 4, client"
"225424","2016-09-27 09:41:49.373404","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"225448","2016-09-27 09:41:53.381473","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=10831 Ack=10710 Win=27744 Len=0"
"225449","2016-09-27 09:41:53.381594","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"225475","2016-09-27 09:41:57.318211","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"225514","2016-09-27 09:42:05.823885","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"225755","2016-09-27 09:42:23.410859","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"225779","2016-09-27 09:42:23.669920","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=10913 Ack=10751 Win=27744 Len=0"
"225858","2016-09-27 09:42:24.345054","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"225968","2016-09-27 09:42:28.631045","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"225978","2016-09-27 09:42:29.647046","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"226030","2016-09-27 09:42:32.859332","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"226187","2016-09-27 09:42:51.371326","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"226232","2016-09-27 09:42:53.380837","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=10913 Ack=10792 Win=27744 Len=0"
"226233","2016-09-27 09:42:53.381424","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"226272","2016-09-27 09:42:59.876763","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"226369","2016-09-27 09:43:18.394667","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"226402","2016-09-27 09:43:23.412397","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"226406","2016-09-27 09:43:23.669501","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=10995 Ack=10833 Win=27744 Len=0"
"226424","2016-09-27 09:43:26.904027","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"226432","2016-09-27 09:43:28.638400","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"226435","2016-09-27 09:43:28.861104","192.168.1.240","132.163.4.101","NTP","90","NTP Version 4, client"
"226578","2016-09-27 09:43:45.422356","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"226743","2016-09-27 09:43:53.658191","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"226749","2016-09-27 09:43:53.845817","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11036 Ack=10874 Win=27744 Len=0"
"226750","2016-09-27 09:43:53.845905","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"226757","2016-09-27 09:43:53.931372","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"226761","2016-09-27 09:43:54.126761","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11077 Ack=10915 Win=27744 Len=0"
"226943","2016-09-27 09:44:12.448438","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"227032","2016-09-27 09:44:20.958705","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"227079","2016-09-27 09:44:24.100380","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"227087","2016-09-27 09:44:24.548310","192.168.1.240","176.32.98.204","TLSv1.2","95","[TCP Spurious Retransmission] , Application Data"
"227094","2016-09-27 09:44:24.799586","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11118 Ack=10956 Win=27744 Len=0"
"227140","2016-09-27 09:44:29.322593","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"227296","2016-09-27 09:44:39.474418","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"227568","2016-09-27 09:44:47.985355","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"227678","2016-09-27 09:44:53.381640","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11118 Ack=10997 Win=27744 Len=0"
"227679","2016-09-27 09:44:53.381747","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"227874","2016-09-27 09:45:06.501627","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"228006","2016-09-27 09:45:15.010423","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"228068","2016-09-27 09:45:23.408080","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"228072","2016-09-27 09:45:23.669364","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11200 Ack=11038 Win=27744 Len=0"
"228142","2016-09-27 09:45:28.635483","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"228213","2016-09-27 09:45:33.528814","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"228335","2016-09-27 09:45:42.036623","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"228413","2016-09-27 09:45:48.124044","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228414)"
"228415","2016-09-27 09:45:48.127137","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228416)"
"228417","2016-09-27 09:45:48.130463","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228418)"
"228419","2016-09-27 09:45:48.135471","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228420)"
"228421","2016-09-27 09:45:48.138615","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228422)"
"228423","2016-09-27 09:45:48.142444","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228424)"
"228425","2016-09-27 09:45:48.147657","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228426)"
"228427","2016-09-27 09:45:48.150712","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228428)"
"228429","2016-09-27 09:45:48.155758","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228430)"
"228431","2016-09-27 09:45:48.158219","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228432)"
"228433","2016-09-27 09:45:48.163057","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228434)"
"228435","2016-09-27 09:45:48.171629","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228436)"
"228437","2016-09-27 09:45:48.177552","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228438)"
"228439","2016-09-27 09:45:48.181352","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228440)"
"228441","2016-09-27 09:45:48.189280","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228442)"
"228443","2016-09-27 09:45:48.194526","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228444)"
"228445","2016-09-27 09:45:48.196971","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228446)"
"228447","2016-09-27 09:45:48.227474","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228448)"
"228449","2016-09-27 09:45:48.232256","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228450)"
"228452","2016-09-27 09:45:48.263637","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=48838/50878, ttl=64 (reply in 228453)"
"228454","2016-09-27 09:45:48.280050","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x3e73 A www.example.com"
"228455","2016-09-27 09:45:48.280215","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xeee0 AAAA www.example.com"
"228458","2016-09-27 09:45:48.296904","192.168.1.240","93.184.216.34","TCP","74","51593  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61596443 TSecr=0 WS=16"
"228462","2016-09-27 09:45:48.482073","192.168.1.240","93.184.216.34","TCP","66","51593  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61596483 TSecr=13846557"
"228463","2016-09-27 09:45:48.508322","192.168.1.240","93.184.216.34","TCP","66","51593  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61596483 TSecr=13846557"
"228464","2016-09-27 09:45:48.508448","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xf6cc A www.example.net"
"228465","2016-09-27 09:45:48.508580","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x5f94 AAAA www.example.net"
"228468","2016-09-27 09:45:48.534883","192.168.1.240","93.184.216.34","TCP","74","51594  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61596504 TSecr=0 WS=16"
"228470","2016-09-27 09:45:48.663188","192.168.1.240","93.184.216.34","TCP","66","51593  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=61596537 TSecr=13846610"
"228472","2016-09-27 09:45:48.697658","192.168.1.240","93.184.216.34","TCP","66","51594  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61596543 TSecr=2685817669"
"228473","2016-09-27 09:45:48.697786","192.168.1.240","93.184.216.34","TCP","66","51594  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61596543 TSecr=2685817669"
"228474","2016-09-27 09:45:48.697854","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x84b9 A www.example.org"
"228475","2016-09-27 09:45:48.697973","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x5c6d AAAA www.example.org"
"228478","2016-09-27 09:45:48.718636","192.168.1.240","93.184.216.34","TCP","74","51595  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61596551 TSecr=0 WS=16"
"228480","2016-09-27 09:45:48.849290","192.168.1.240","93.184.216.34","TCP","66","51594  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=61596585 TSecr=2685817710"
"228482","2016-09-27 09:45:48.872735","192.168.1.240","93.184.216.34","TCP","66","51595  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61596591 TSecr=2273775883"
"228483","2016-09-27 09:45:48.873120","192.168.1.240","93.184.216.34","TCP","66","51595  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61596591 TSecr=2273775883"
"228486","2016-09-27 09:45:49.025216","192.168.1.240","93.184.216.34","TCP","66","51595  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=61596630 TSecr=2273775921"
"228532","2016-09-27 09:45:53.380490","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11200 Ack=11079 Win=27744 Len=0"
"228533","2016-09-27 09:45:53.381018","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"228709","2016-09-27 09:46:00.555890","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"228826","2016-09-27 09:46:09.063930","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"228938","2016-09-27 09:46:23.411532","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"228948","2016-09-27 09:46:23.685672","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11282 Ack=11120 Win=27744 Len=0"
"228995","2016-09-27 09:46:27.589866","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"229009","2016-09-27 09:46:28.630284","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"229039","2016-09-27 09:46:36.091084","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"229111","2016-09-27 09:46:53.665719","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"229116","2016-09-27 09:46:53.864756","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11323 Ack=11161 Win=27744 Len=0"
"229117","2016-09-27 09:46:53.865293","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"229128","2016-09-27 09:46:54.129746","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11364 Ack=11202 Win=27744 Len=0"
"229132","2016-09-27 09:46:54.608615","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"229136","2016-09-27 09:46:55.168269","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"229236","2016-09-27 09:47:03.127943","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"229277","2016-09-27 09:47:08.413120","192.168.1.240","138.236.128.36","NTP","90","NTP Version 4, client"
"229340","2016-09-27 09:47:13.628158","192.168.1.240","207.171.178.6","NTP","90","NTP Version 4, client"
"229354","2016-09-27 09:47:15.622667","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"229420","2016-09-27 09:47:21.645139","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"229435","2016-09-27 09:47:24.128036","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"229439","2016-09-27 09:47:24.349273","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11405 Ack=11243 Win=27744 Len=0"
"229485","2016-09-27 09:47:30.149774","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"229636","2016-09-27 09:47:47.649037","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"229646","2016-09-27 09:47:48.661424","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"229715","2016-09-27 09:47:53.857053","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11405 Ack=11284 Win=27744 Len=0"
"229716","2016-09-27 09:47:53.858145","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"229733","2016-09-27 09:47:54.817745","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"229752","2016-09-27 09:47:57.177081","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"229841","2016-09-27 09:48:15.688870","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"229906","2016-09-27 09:48:23.900668","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"229916","2016-09-27 09:48:24.202699","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"229918","2016-09-27 09:48:24.337116","192.168.1.240","176.32.98.204","TLSv1.2","95","[TCP Spurious Retransmission] , Application Data"
"229924","2016-09-27 09:48:25.102655","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [ACK] Seq=11487 Ack=11325 Win=27744 Len=0"
"229941","2016-09-27 09:48:30.067648","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"229989","2016-09-27 09:48:42.716325","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"229990","2016-09-27 09:48:43.570463","192.168.1.240","176.32.98.204","TLSv1.2","85","Encrypted Alert"
"229991","2016-09-27 09:48:43.581562","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [FIN, ACK] Seq=11518 Ack=11325 Win=27744 Len=0"
"229993","2016-09-27 09:48:43.634794","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 229994)"
"229995","2016-09-27 09:48:43.644769","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 229996)"
"229997","2016-09-27 09:48:43.659562","192.168.1.240","224.0.0.22","IGMPv3","54","Membership Report / Leave group 239.255.255.250"
"229998","2016-09-27 09:48:43.668728","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 229999)"
"230000","2016-09-27 09:48:43.677370","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230001)"
"230002","2016-09-27 09:48:43.689417","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230003)"
"230004","2016-09-27 09:48:43.701132","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230005)"
"230006","2016-09-27 09:48:43.708561","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230007)"
"230008","2016-09-27 09:48:43.712527","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230009)"
"230010","2016-09-27 09:48:43.716325","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230011)"
"230012","2016-09-27 09:48:43.734858","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230013)"
"230014","2016-09-27 09:48:43.749232","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230015)"
"230016","2016-09-27 09:48:43.759349","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230017)"
"230018","2016-09-27 09:48:43.761727","192.168.1.240","8.8.8.8","DNS","80","Standard query 0x505e A pindorama.amazon.com"
"230020","2016-09-27 09:48:43.764490","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230021)"
"230022","2016-09-27 09:48:43.767980","192.168.1.240","224.0.0.22","IGMPv3","54","Membership Report / Leave group 239.255.255.250"
"230023","2016-09-27 09:48:43.768827","192.168.1.240","176.32.98.204","TCP","74","50646  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61641364 TSecr=0 WS=16"
"230024","2016-09-27 09:48:43.783353","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230025)"
"230026","2016-09-27 09:48:43.786777","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230028)"
"230029","2016-09-27 09:48:43.790870","192.168.1.240","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"230030","2016-09-27 09:48:43.790957","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [RST] Seq=11518 Win=0 Len=0"
"230031","2016-09-27 09:48:43.791334","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230032)"
"230033","2016-09-27 09:48:43.794407","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230034)"
"230036","2016-09-27 09:48:43.798377","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230037)"
"230039","2016-09-27 09:48:43.803942","192.168.1.240","176.32.98.204","TCP","54","37083  >  443 [RST] Seq=11519 Win=0 Len=0"
"230040","2016-09-27 09:48:43.804049","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230041)"
"230042","2016-09-27 09:48:43.810574","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=21448/51283, ttl=64 (reply in 230043)"
"230044","2016-09-27 09:48:43.819448","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xd77e A www.example.com"
"230045","2016-09-27 09:48:43.819610","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x02f8 AAAA www.example.com"
"230048","2016-09-27 09:48:43.854405","192.168.1.240","93.184.216.34","TCP","74","51597  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61641386 TSecr=0 WS=16"
"230051","2016-09-27 09:48:43.998525","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"230052","2016-09-27 09:48:44.008289","192.168.1.240","93.184.216.34","TCP","66","51597  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61641425 TSecr=2706194250"
"230053","2016-09-27 09:48:44.009249","192.168.1.240","93.184.216.34","TCP","66","51597  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61641425 TSecr=2706194250"
"230054","2016-09-27 09:48:44.028504","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x5096 A www.example.net"
"230056","2016-09-27 09:48:44.033654","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xf426 AAAA www.example.net"
"230058","2016-09-27 09:48:44.068292","192.168.1.240","93.184.216.34","TCP","74","51598  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61641441 TSecr=0 WS=16"
"230059","2016-09-27 09:48:44.125377","192.168.1.240","176.32.98.204","TLSv1.2","371","Client Hello"
"230061","2016-09-27 09:48:44.157588","192.168.1.240","93.184.216.34","TCP","66","51597  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=61641464 TSecr=2706194288"
"230064","2016-09-27 09:48:44.216311","192.168.1.240","93.184.216.34","TCP","66","51598  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61641479 TSecr=2602165781"
"230065","2016-09-27 09:48:44.217054","192.168.1.240","93.184.216.34","TCP","66","51598  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61641479 TSecr=2602165781"
"230066","2016-09-27 09:48:44.220301","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x6f8a A www.example.org"
"230067","2016-09-27 09:48:44.220459","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x320f AAAA www.example.org"
"230070","2016-09-27 09:48:44.234892","192.168.1.240","93.184.216.34","TCP","74","51599  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61641483 TSecr=0 WS=16"
"230073","2016-09-27 09:48:44.368541","192.168.1.240","93.184.216.34","TCP","66","51598  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=61641518 TSecr=2602165818"
"230077","2016-09-27 09:48:44.376044","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=318 Ack=1461 Win=7312 Len=0"
"230078","2016-09-27 09:48:44.376141","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=318 Ack=2921 Win=10224 Len=0"
"230079","2016-09-27 09:48:44.376205","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=318 Ack=3294 Win=13152 Len=0"
"230081","2016-09-27 09:48:44.380200","192.168.1.240","93.184.216.34","TCP","66","51599  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61641521 TSecr=2145965414"
"230082","2016-09-27 09:48:44.382319","192.168.1.240","93.184.216.34","TCP","66","51599  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61641521 TSecr=2145965414"
"230083","2016-09-27 09:48:44.420123","192.168.1.240","176.32.98.204","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"230085","2016-09-27 09:48:44.536945","192.168.1.240","93.184.216.34","TCP","66","51599  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=61641561 TSecr=2145965451"
